ID,Severity,Start_Lat,Start_Lng,StartTime,EndTime,Distance (mi),DelayFromTypicalTraffic (mins),DelayFromFreeFlowSpeed (mins),Congestion_Speed (mph),Description,Street,City,Country,State,Vehicle_Count,Pedestrian_Count,Emergency_Vehicle_Presence,Weather_Condition,Time_of_Day,Traffic_Flow_Rate,Signal_Timer_Setting,Accident_Reported
3010,2,28.674866364120007,-124.61922653772005,2024-04-19 20:08:51.413141314,2024-04-19 20:29:51.413141314,0.5197528134715687,23,25,35.70518190219272,Task could ready say today.,Alexandra Mission,Barkerton,USA,HI,34,19,0,Clear,Afternoon,90,117,0
3011,5,48.297655274454314,-75.20143838141331,2024-04-19 21:01:25.328532852,2024-04-19 21:24:25.328532852,3.5388968284334985,2,41,8.442404675101855,Clear morning everybody impact.,Craig Way,Nicholsfort,USA,TX,49,10,0,Clear,Evening,16,12,0
3012,3,43.18491426930929,-91.35724323747216,2024-04-19 21:53:59.243924392,2024-04-19 22:22:59.243924392,4.348374380899316,9,17,16.050088494030057,Me party away season.,Lawrence Mall,New Williamton,USA,VT,60,12,0,Clear,Afternoon,72,30,0
3013,3,42.27196960224468,-117.2331912472572,2024-04-19 22:46:33.159315932,2024-04-19 23:11:33.159315932,3.2014592744001664,8,7,14.964534627971162,Report clear entire general account put policy.,Bell Flat,Jessicafort,USA,GU,81,14,0,Fog,Morning,33,64,0
3014,3,40.715036351917824,-87.12578526722908,2024-04-19 23:39:07.074707470,2024-04-20 00:01:07.074707470,0.5269622762200264,49,25,41.57058218430008,Instead himself race leg soldier.,Tamara Mountain,Lake Johnmouth,USA,KY,9,1,0,Clear,Afternoon,64,56,0
3015,5,40.01003613290659,-117.28308352894557,2024-04-20 00:31:40.990099010,2024-04-20 00:39:40.990099010,3.3699802228008457,15,26,15.810729779688296,Born director region.,Henry Union,West Stephen,USA,TX,71,3,0,Clear,Night,139,62,0
3016,5,36.240547979631906,-118.13079212391679,2024-04-20 01:24:14.905490548,2024-04-20 01:37:14.905490548,2.5125776107903572,27,37,49.738694149293465,Source service important next toward yourself.,Natasha River,Lake Andrea,USA,TX,65,9,0,Snow,Evening,30,100,0
3017,1,25.54452086150479,-73.95007130068595,2024-04-20 02:16:48.820882088,2024-04-20 02:27:48.820882088,2.9795119151017526,11,20,45.96983465011605,Coach major state set response cost catch.,Jeremy Islands,Stacymouth,USA,IA,78,3,1,Fog,Morning,42,97,0
3018,5,36.059617804790044,-84.24577703767753,2024-04-20 03:09:22.736273628,2024-04-20 03:44:22.736273628,3.699868198651786,50,10,38.80925584704554,Where I military us trip.,Myers Gateway,Lake Deanna,USA,MP,39,12,0,Clear,Afternoon,15,99,0
3019,2,46.1350195994892,-75.21902343527768,2024-04-20 04:01:56.651665166,2024-04-20 04:34:56.651665166,0.1447239244974113,48,32,26.663894643168273,Child study cell history campaign.,Lane River,Valdezfort,USA,RI,60,8,0,Clear,Evening,96,62,0
3020,3,36.31842877410329,-97.61389401397778,2024-04-20 04:54:30.567056706,2024-04-20 05:38:30.567056706,0.4914127203736154,50,14,50.225403482179836,Toward sort table out opportunity throw herself.,Kennedy Forks,Garciamouth,USA,CO,45,13,0,Clear,Morning,69,43,0
3021,5,31.24324661022516,-89.12347659525642,2024-04-20 05:47:04.482448244,2024-04-20 06:43:04.482448244,2.418377916240846,1,41,58.22004380650608,Allow chance nor.,Steve Hill,East Erinshire,USA,AZ,57,9,0,Snow,Evening,81,31,0
3022,1,45.882422264698825,-99.56892385586843,2024-04-20 06:39:38.397839784,2024-04-20 07:30:38.397839784,0.9129717738248617,6,7,52.216720369981545,Pull off others only everyone issue Mr.,Christina Knoll,Warrenburgh,USA,VT,58,13,0,Snow,Morning,138,113,0
3023,2,30.879083463755443,-83.86029829723128,2024-04-20 07:32:12.313231322,2024-04-20 07:57:12.313231322,1.3109066050815472,38,39,36.256521371359526,Recent development show young worker speak.,Knight Ramp,Port Melanie,USA,AL,15,12,0,Clear,Night,35,95,0
3024,3,27.95261412554841,-93.11238651401096,2024-04-20 08:24:46.228622862,2024-04-20 08:43:46.228622862,1.0395864267017378,11,2,37.38823395885461,Agree nation opportunity sure.,Price Lock,Port Ariana,USA,MD,24,18,0,Clear,Evening,44,10,0
3025,4,31.386797261681156,-80.21498607547042,2024-04-20 09:17:20.144014402,2024-04-20 09:45:20.144014402,4.787578553954017,46,19,57.639824287118884,Pretty fast consumer project cut wonder.,Wang Crest,Ericchester,USA,FL,5,18,0,Fog,Evening,12,15,0
3026,4,46.7922630850889,-69.95475664218426,2024-04-20 10:09:54.059405940,2024-04-20 10:31:54.059405940,0.6194224570086744,1,10,57.18287802163571,Every instead human.,Cooper Curve,Bethton,USA,PR,92,14,0,Clear,Evening,88,17,0
3027,4,36.011401292915465,-100.41545915177659,2024-04-20 11:02:27.974797480,2024-04-20 11:21:27.974797480,1.1157676041624618,17,40,47.54871655834385,Night end reason management accept.,Duncan Light,Kellyport,USA,MI,23,19,0,Clear,Afternoon,69,11,0
3028,4,30.918054533946584,-121.44570570646323,2024-04-20 11:55:01.890189018,2024-04-20 12:01:01.890189018,3.7713061839191733,6,21,50.691006722832036,Out large billion speech reason mother.,Devin Stream,Brittanytown,USA,MO,87,10,0,Rain,Evening,41,96,0
3029,3,40.081558779605004,-76.99361741899095,2024-04-20 12:47:35.805580558,2024-04-20 13:13:35.805580558,3.127077193436882,52,17,37.72833717794133,Somebody pressure help new popular career claim.,Trevor Lights,Port Mariahberg,USA,NY,59,9,0,Clear,Evening,17,80,0
3030,4,34.802325030810664,-122.50049732465052,2024-04-20 13:40:09.720972096,2024-04-20 14:21:09.720972096,0.7962060580818601,40,28,53.57438089499112,Human race keep.,Dawn Island,New Kristin,USA,MS,28,16,0,Clear,Evening,6,93,0
3031,1,40.48587459458039,-72.1454451848992,2024-04-20 14:32:43.636363636,2024-04-20 14:47:43.636363636,4.289776239828889,42,2,19.536518295957965,Hour Mr issue claim.,Ford Via,Floresberg,USA,WY,89,14,0,Clear,Afternoon,42,79,0
3032,3,25.590012674437332,-107.14613034592273,2024-04-20 15:25:17.551755176,2024-04-20 15:37:17.551755176,2.201455874346568,47,16,20.790824705929772,Imagine produce chance above that me.,Shaffer Views,Rileyfurt,USA,SD,75,13,0,Rain,Morning,54,92,0
3033,2,38.85273241140075,-116.83345931349794,2024-04-20 16:17:51.467146714,2024-04-20 16:28:51.467146714,0.40767662946694316,26,13,15.170877069148563,Line sister sport their total cost technology.,Kaitlyn Shoal,North Karachester,USA,NE,77,6,0,Clear,Night,58,98,0
3034,2,29.955730763769527,-99.50717644716948,2024-04-20 17:10:25.382538254,2024-04-20 18:03:25.382538254,3.190515314253652,27,29,22.66096879169858,Effort child can old whatever black street.,Casey Trail,North Eric,USA,NJ,38,0,0,Rain,Night,8,90,0
3035,5,38.38219192237209,-99.8678001647015,2024-04-20 18:02:59.297929792,2024-04-20 18:12:59.297929792,1.611682306479914,28,18,34.89471000152396,Forward environment candidate again law behavior manager.,Michael Plaza,North Keith,USA,SD,58,13,0,Clear,Night,28,99,0
3036,1,42.29591532317073,-114.92472023205455,2024-04-20 18:55:33.213321332,2024-04-20 19:23:33.213321332,0.2917002603203748,19,26,37.25878776806322,Wife police second a choose.,Fisher Curve,North Jose,USA,OR,28,17,0,Clear,Evening,111,104,0
3037,3,33.773656173693055,-97.16164301967328,2024-04-20 19:48:07.128712870,2024-04-20 19:57:07.128712870,3.1386841265039314,44,27,49.09751894658957,Number picture someone.,Yvonne Avenue,South Danielleport,USA,CT,41,9,1,Clear,Night,55,119,0
3038,5,34.76945496376688,-84.8421312424183,2024-04-20 20:40:41.044104410,2024-04-20 21:18:41.044104410,4.933049871231141,27,21,37.314733680404416,Suffer return before.,Robert Key,Acevedoview,USA,PR,92,2,0,Clear,Evening,147,53,0
3039,4,31.53653669639025,-115.46974210175209,2024-04-20 21:33:14.959495950,2024-04-20 21:51:14.959495950,3.264737384874633,1,37,19.9326670747788,Democratic into Congress them.,Justin Turnpike,South Victoriaview,USA,IA,95,5,1,Clear,Evening,40,78,0
3040,3,35.10352278755926,-106.6785688503432,2024-04-20 22:25:48.874887488,2024-04-20 23:09:48.874887488,3.6628666165553687,14,20,41.13322922916181,But represent process personal within officer.,Benson Well,West Jenniferton,USA,MS,91,17,0,Rain,Morning,47,56,0
3041,4,30.254658028896237,-81.37517825760227,2024-04-20 23:18:22.790279028,2024-04-20 23:45:22.790279028,2.7879405425910515,20,3,6.178418044163703,Institution single difference present kind challenge best.,Johnston Islands,South Kristinestad,USA,LA,48,11,0,Rain,Afternoon,107,59,0
3042,5,33.985974977256014,-124.50780946227924,2024-04-21 00:10:56.705670566,2024-04-21 00:54:56.705670566,1.088444714673829,51,34,39.80725158512171,Fly rate how if resource similar practice against.,Heather Circle,South Victorland,USA,AS,55,17,0,Snow,Afternoon,97,69,0
3043,4,47.87176158154723,-70.18165237096119,2024-04-21 01:03:30.621062106,2024-04-21 01:10:30.621062106,4.981689140162718,19,25,27.889612965917614,Usually concern win yard lose war service behavior.,Tyler Oval,West Christopherborough,USA,HI,37,1,0,Clear,Morning,51,108,1
3044,1,31.44218827591998,-76.69594184425844,2024-04-21 01:56:04.536453646,2024-04-21 02:26:04.536453646,3.8699044512519754,53,17,18.984833541137462,Foreign commercial campaign ten half team.,Sheila Crossing,Williamshire,USA,KS,95,3,0,Rain,Evening,136,39,0
3045,5,48.21037173217045,-120.54254739636076,2024-04-21 02:48:38.451845184,2024-04-21 02:56:38.451845184,3.598921492935638,53,28,50.91688563859334,Detail media season relationship far.,Gray Coves,North Stephaniemouth,USA,AK,30,8,0,Clear,Evening,48,79,0
3046,4,38.90244779975848,-93.38034195051993,2024-04-21 03:41:12.367236724,2024-04-21 04:34:12.367236724,3.4593086122204326,14,20,20.428656743718477,While street black adult human care animal quality.,Andersen Spurs,West Marciamouth,USA,NE,95,1,0,Clear,Afternoon,42,39,0
3047,2,39.82001236103852,-94.87313052131205,2024-04-21 04:33:46.282628262,2024-04-21 05:20:46.282628262,3.6775003212408404,39,31,41.74339921085257,On computer industry within old wrong.,Angela Burg,Sarahshire,USA,WV,96,3,0,Clear,Night,55,110,0
3048,4,28.82812477377742,-89.8960634481332,2024-04-21 05:26:20.198019802,2024-04-21 05:41:20.198019802,0.11413113921685053,41,24,58.63650127884718,Executive ask goal common bed.,Sanchez Estates,Porterville,USA,LA,27,17,0,Fog,Evening,58,99,0
3049,4,38.9458421470341,-110.84213821907105,2024-04-21 06:18:54.113411340,2024-04-21 06:32:54.113411340,4.00184848833969,51,8,35.50788761592159,Political particularly country majority friend response wind.,Ryan Tunnel,West Natalie,USA,PW,12,6,0,Snow,Night,140,72,0
3050,4,27.699908979569447,-68.1062143169986,2024-04-21 07:11:28.028802880,2024-04-21 08:02:28.028802880,1.2119590521487715,21,1,47.658803629336404,Reduce sort yourself south world everything.,Eric Mount,Lake Douglasbury,USA,AR,87,15,0,Fog,Night,148,55,0
3051,4,42.838510963083046,-96.42717217804459,2024-04-21 08:04:01.944194420,2024-04-21 08:16:01.944194420,2.8675593442187775,50,9,10.675056192454242,Present ago ground peace happy your.,Kim Fork,East Karenbury,USA,GA,76,14,0,Clear,Morning,44,83,0
3052,2,34.44238412947571,-94.8371895059135,2024-04-21 08:56:35.859585958,2024-04-21 09:19:35.859585958,1.3032653421148273,37,17,34.6546347056907,Society hand few sure toward make law.,Martinez Pike,North Lindaville,USA,NH,45,4,0,Clear,Afternoon,38,50,0
3053,1,25.829892682406534,-120.73193736135134,2024-04-21 09:49:09.774977498,2024-04-21 10:41:09.774977498,4.340735919795111,58,42,34.372406984337076,Land interest onto leader movement interview minute.,Wilson Trail,South Sarafurt,USA,AL,90,10,0,Clear,Morning,77,67,0
3054,1,32.18754801198082,-83.72766601365734,2024-04-21 10:41:43.690369036,2024-04-21 11:36:43.690369036,1.7170797661853991,2,20,30.889915103058087,Since little yard.,Anthony Garden,West Phyllis,USA,WA,63,10,0,Clear,Afternoon,143,91,0
3055,4,45.183951062890365,-116.67070896598749,2024-04-21 11:34:17.605760576,2024-04-21 12:13:17.605760576,2.4522124932101073,34,29,45.26620182851953,Thousand environment director talk growth must should.,Odom Ports,East Breannaburgh,USA,WI,24,6,0,Clear,Afternoon,131,35,0
3056,1,33.617018308165434,-116.70851255944424,2024-04-21 12:26:51.521152114,2024-04-21 12:44:51.521152114,2.273669271992688,27,4,53.61352102845497,Benefit peace dream enough new pass.,Fowler Street,New Cynthia,USA,SC,42,4,0,Clear,Afternoon,115,60,0
3057,5,39.88723463186082,-103.44456460023122,2024-04-21 13:19:25.436543654,2024-04-21 13:24:25.436543654,1.4024140894088264,0,17,58.8139022830693,At vote actually throw.,Cheryl Walks,North Eric,USA,RI,83,17,0,Clear,Afternoon,71,87,1
3058,2,34.4378515681803,-116.53705233420706,2024-04-21 14:11:59.351935194,2024-04-21 14:24:59.351935194,2.505756226051948,6,0,22.381272257208746,Then past history success.,Seth Burg,Durhamton,USA,NE,13,17,0,Clear,Morning,65,69,0
3059,4,44.55848880885491,-68.80716533489206,2024-04-21 15:04:33.267326732,2024-04-21 15:30:33.267326732,3.022989426359475,33,5,55.29904160759003,Bag man local boy professional.,Elaine Loaf,Scottshire,USA,ID,79,3,0,Clear,Evening,104,52,0
3060,3,44.05234783235056,-112.60786390895952,2024-04-21 15:57:07.182718272,2024-04-21 16:33:07.182718272,0.9096986614096516,4,35,25.385747156117848,Scene good subject behavior traditional real.,Bell Square,North Paulbury,USA,FL,49,6,1,Rain,Afternoon,91,106,0
3061,3,33.58530000242339,-94.946462967129,2024-04-21 16:49:41.098109810,2024-04-21 17:23:41.098109810,1.590162684575435,6,15,36.497911273438774,Rather chance big poor where.,Nancy Ports,South Christopherberg,USA,ME,26,17,0,Clear,Evening,137,38,0
3062,3,42.19454932916945,-86.832597968828,2024-04-21 17:42:15.013501350,2024-04-21 18:31:15.013501350,4.901253888460762,48,19,36.887245241422576,Around wind something close hair wrong pattern development.,Denise Ville,Rachaelmouth,USA,VT,62,13,0,Rain,Morning,30,60,0
3063,4,31.235714291310167,-97.84081405019401,2024-04-21 18:34:48.928892888,2024-04-21 19:29:48.928892888,4.484565281165983,34,23,31.97719245500307,As partner especially yard cultural attorney.,Fisher Stravenue,Kevinshire,USA,MH,31,10,0,Clear,Morning,113,90,0
3064,4,47.90613280484255,-69.23626055647367,2024-04-21 19:27:22.844284428,2024-04-21 20:11:22.844284428,0.5468243121713361,11,8,28.406970015522628,Probably shoulder last stock simply case fish.,Blevins Isle,Smithchester,USA,NY,56,15,0,Clear,Morning,76,68,0
3065,1,44.58496113746325,-89.01580649185455,2024-04-21 20:19:56.759675968,2024-04-21 20:30:56.759675968,3.926055462709658,28,32,42.56364805610199,Surface rock meeting week.,Harrison Spur,Carlsonland,USA,GA,55,12,1,Rain,Evening,103,111,0
3066,4,41.61803215285653,-123.26463222226805,2024-04-21 21:12:30.675067506,2024-04-21 21:44:30.675067506,3.2519845107465915,38,0,7.561098536866399,Purpose thing offer push expect.,Shelby Plain,Amyshire,USA,MS,25,12,0,Clear,Morning,28,98,0
3067,3,44.99130204092248,-118.8193713590155,2024-04-21 22:05:04.590459046,2024-04-21 22:27:04.590459046,0.4035408611875104,9,39,38.610193669528044,Create wide chair treat.,Anthony Road,Lake Benjamin,USA,IA,24,18,0,Rain,Night,134,20,0
3068,5,43.97706809344291,-103.62319296842045,2024-04-21 22:57:38.505850584,2024-04-21 23:06:38.505850584,1.116448730338167,0,36,49.08763729677471,Ten reflect law.,Walter Mountain,East Leah,USA,NY,92,18,0,Clear,Morning,26,41,1
3069,4,46.08549545165209,-96.00701256887118,2024-04-21 23:50:12.421242124,2024-04-22 00:01:12.421242124,0.382883891758077,10,37,28.18034790216083,Five responsibility develop dark garden allow.,Wilson Walks,Wuberg,USA,CO,76,15,0,Clear,Afternoon,5,38,0
3070,1,25.41698944239444,-68.1320499749155,2024-04-22 00:42:46.336633664,2024-04-22 01:25:46.336633664,1.8269118089357648,22,13,57.92615702064995,Catch again card similar them despite million.,Collin Rapids,West James,USA,AL,26,13,0,Clear,Evening,113,52,0
3071,3,31.98760723352387,-109.08803189664495,2024-04-22 01:35:20.252025202,2024-04-22 02:12:20.252025202,1.139625276330756,5,29,45.572357310309584,Sound despite program their hour.,Martinez Streets,North Shawnton,USA,OK,73,6,0,Rain,Afternoon,29,90,0
3072,5,26.64971263422005,-95.30665330733399,2024-04-22 02:27:54.167416742,2024-04-22 02:43:54.167416742,0.1917888834516493,15,18,15.239158642838515,Father paper responsibility.,Medina Stream,Port Justin,USA,MA,23,15,1,Fog,Afternoon,59,41,0
3073,1,32.159598032370205,-99.83398105407105,2024-04-22 03:20:28.082808280,2024-04-22 04:16:28.082808280,3.979127270636843,8,2,17.519264735804228,Less think ask identify.,Park Knoll,North Ray,USA,NV,23,6,0,Rain,Evening,148,67,0
3074,4,30.87886872752205,-108.59102177190817,2024-04-22 04:13:01.998199820,2024-04-22 05:00:01.998199820,3.418431612454514,18,9,34.934486160658494,Get skill economic serve sell.,Porter Mission,Davismouth,USA,SC,55,2,0,Rain,Night,125,45,0
3075,4,33.86202875155904,-80.3127536804403,2024-04-22 05:05:35.913591358,2024-04-22 05:47:35.913591358,1.371459388210702,35,21,43.43030950801732,Difficult five per.,Barrera Field,East Michael,USA,SC,94,8,0,Clear,Afternoon,71,43,0
3076,1,33.933474881737375,-104.01062229233662,2024-04-22 05:58:09.828982898,2024-04-22 06:13:09.828982898,4.167278749288089,45,43,48.68240969945237,Recent site wait decide position mission.,Donald Road,Kelleyton,USA,GA,75,5,0,Clear,Morning,100,110,0
3077,1,31.150277451109474,-106.45362495965713,2024-04-22 06:50:43.744374438,2024-04-22 07:08:43.744374438,2.9575537701818915,4,32,43.49210895944648,Almost get suffer those control magazine.,Leslie Courts,Mariofurt,USA,MI,28,14,0,Clear,Afternoon,104,36,0
3078,4,27.095617189856483,-80.63776742512573,2024-04-22 07:43:17.659765976,2024-04-22 08:04:17.659765976,4.044813853008274,10,12,58.01595599144014,Down bar news charge.,Harrington Alley,East Julianbury,USA,AL,62,17,1,Clear,Morning,58,82,0
3079,4,40.971748469082726,-70.52786164579166,2024-04-22 08:35:51.575157516,2024-04-22 08:45:51.575157516,2.5489917689884996,19,31,53.39186520049575,Toward worker pretty sport.,Garcia Spurs,Milesbury,USA,VI,81,11,0,Clear,Evening,46,102,0
3080,4,38.09271329448838,-98.33190946556681,2024-04-22 09:28:25.490549054,2024-04-22 10:06:25.490549054,0.3461890584826606,12,10,15.836285697200635,Operation fine against television Mrs far.,Debra Drive,South Vanessa,USA,WI,99,12,1,Rain,Evening,52,61,0
3081,4,25.26050350068508,-99.45982656285832,2024-04-22 10:20:59.405940594,2024-04-22 11:01:59.405940594,0.8644017907388747,48,12,21.025663556966478,Sign memory serious.,Carly Islands,Kendraburgh,USA,MH,5,7,1,Rain,Evening,146,48,0
3082,2,28.86490505210788,-82.9919657307007,2024-04-22 11:13:33.321332132,2024-04-22 11:22:33.321332132,1.8039365493298194,46,1,20.355389646806845,Stop institution real once data.,Armstrong Street,South Rebekahview,USA,MI,89,11,1,Rain,Afternoon,16,92,0
3083,1,36.654529365321615,-103.63486521562082,2024-04-22 12:06:07.236723672,2024-04-22 12:41:07.236723672,2.6574650810981404,55,18,39.2255033338029,Tell big any local bill significant fight thing.,Harris Extensions,New Bryan,USA,AR,48,9,0,Clear,Afternoon,51,23,0
3084,1,25.8014417066829,-106.01702298208599,2024-04-22 12:58:41.152115212,2024-04-22 13:15:41.152115212,0.6947430126189865,32,17,34.648341880111786,Peace difficult state here cell garden.,Jones Manors,Nathanfort,USA,GA,72,5,0,Clear,Evening,123,88,0
3085,1,26.754127468031385,-114.5639512445554,2024-04-22 13:51:15.067506750,2024-04-22 14:37:15.067506750,4.813438191427766,24,42,50.64473947058048,Challenge total article recently.,Veronica Unions,Julieton,USA,AR,79,6,0,Fog,Afternoon,58,115,1
3086,2,30.77253648035763,-102.2067276250988,2024-04-22 14:43:48.982898290,2024-04-22 14:51:48.982898290,1.0714078355217522,37,18,15.725826052772064,Sit total eat design five fly.,Savage Inlet,New Robert,USA,NJ,60,9,0,Rain,Night,122,114,0
3087,3,34.39056424028945,-83.87359651194608,2024-04-22 15:36:22.898289828,2024-04-22 16:24:22.898289828,3.532810677817096,27,27,52.15153052299121,Population seven begin board family detail before.,Brandon Stream,Pamelamouth,USA,KS,23,5,0,Clear,Evening,83,117,0
3088,1,26.46623671317717,-83.06500077919715,2024-04-22 16:28:56.813681368,2024-04-22 16:40:56.813681368,0.6090565892137992,47,30,57.01133809771825,Beyond walk sell career expert.,Joshua Rapids,East Andrewfort,USA,NM,35,12,0,Clear,Afternoon,63,31,0
3089,4,29.053863489404748,-103.88438656945749,2024-04-22 17:21:30.729072906,2024-04-22 17:27:30.729072906,1.2360475281631322,31,18,43.01437596806343,Explain door church treatment short laugh.,Cheryl Flat,South Connor,USA,FM,26,12,0,Clear,Afternoon,35,28,0
3090,1,27.95450976714117,-98.06770051466043,2024-04-22 18:14:04.644464446,2024-04-22 18:32:04.644464446,0.19350955930750022,40,22,59.80785758825551,Modern pattern growth loss table listen.,Nancy View,West Caleb,USA,FM,86,15,0,Clear,Night,114,31,0
3091,2,25.044263168779093,-82.04459400889901,2024-04-22 19:06:38.559855986,2024-04-22 19:45:38.559855986,2.523143586394229,3,41,54.24378404713291,Certainly floor weight wait vote.,Sarah Brook,North Scottberg,USA,DC,28,3,0,Clear,Evening,138,89,0
3092,3,35.86672225149684,-92.52509226196842,2024-04-22 19:59:12.475247524,2024-04-22 20:43:12.475247524,2.7359504105940142,28,10,51.93668105980848,Heavy name customer stop blue.,Michael Greens,Ginaberg,USA,GU,72,3,0,Rain,Evening,9,107,0
3093,3,45.324775855446845,-77.55634306483775,2024-04-22 20:51:46.390639064,2024-04-22 21:17:46.390639064,3.3202706838016716,47,9,16.84980313767833,Skin guess provide everyone level ready material summer.,Anna Island,West Carlosport,USA,DC,76,6,0,Clear,Evening,19,115,0
3094,4,33.24851631222994,-71.5341505240911,2024-04-22 21:44:20.306030602,2024-04-22 22:03:20.306030602,3.674166728136688,49,15,52.51382787360743,Onto three piece apply.,Reese Knolls,New Steventon,USA,FM,25,5,0,Rain,Morning,7,46,0
3095,3,45.65350837973106,-121.155173864343,2024-04-22 22:36:54.221422142,2024-04-22 22:55:54.221422142,2.227827825778519,27,2,32.91776544538328,Their soldier him picture.,Pollard Lodge,Wattsborough,USA,OK,39,16,1,Clear,Morning,125,23,0
3096,3,48.079468361623,-77.68609714587053,2024-04-22 23:29:28.136813682,2024-04-22 23:36:28.136813682,4.076844927067404,56,8,43.569208900352315,Whole wide trade cultural commercial.,Perkins Cape,Muellerborough,USA,NV,50,15,0,Clear,Night,48,92,0
3097,5,32.48639215595124,-104.78983261711298,2024-04-23 00:22:02.052205220,2024-04-23 00:49:02.052205220,1.9807640087213774,6,20,37.640123564349764,Growth system full popular high and.,Daniel Pine,North Frankview,USA,AZ,72,1,0,Rain,Morning,24,88,0
3098,5,42.246466207635436,-124.43566596821044,2024-04-23 01:14:35.967596760,2024-04-23 01:55:35.967596760,4.851230548050579,18,28,12.230599764156889,Source thank generation success past.,Danielle Ports,Guzmanfort,USA,MD,33,13,0,Snow,Morning,137,70,0
3099,3,46.41480407124426,-96.6097092384748,2024-04-23 02:07:09.882988298,2024-04-23 02:46:09.882988298,3.472767741392699,42,4,24.361220078240418,Strong around body.,Joshua Stream,South Oscar,USA,IL,69,9,0,Rain,Evening,40,117,0
3100,1,29.838454955170786,-69.53155278211293,2024-04-23 02:59:43.798379838,2024-04-23 03:55:43.798379838,2.781589149425767,2,29,51.08700100402921,Red who continue process.,Gregory Knoll,Santosport,USA,NV,31,4,0,Snow,Morning,146,82,0
3101,3,45.58389351138935,-107.26990850841383,2024-04-23 03:52:17.713771376,2024-04-23 04:46:17.713771376,3.5402333297161737,4,41,57.08438302137233,Into lay like.,Jennifer Circle,Harrellville,USA,MO,81,16,0,Clear,Morning,50,63,0
3102,3,35.732655442091726,-72.05644254281216,2024-04-23 04:44:51.629162916,2024-04-23 05:14:51.629162916,0.8625726956359836,37,12,10.575694895465933,Whom carry ten who much.,Katherine Estates,Jefferyhaven,USA,AK,75,5,0,Clear,Evening,48,72,0
3103,4,29.860457448732447,-68.61473631160092,2024-04-23 05:37:25.544554456,2024-04-23 06:00:25.544554456,2.2865602957331683,23,33,29.128774997054137,Amount you whatever manage beat by.,Tracy River,Fernandohaven,USA,AL,23,15,0,Snow,Morning,39,72,0
3104,1,37.26734584207972,-123.2747500791835,2024-04-23 06:29:59.459945994,2024-04-23 06:54:59.459945994,0.6970700604619828,23,20,50.75125676104559,Price want Republican pick.,Merritt Burgs,Allisonburgh,USA,TX,35,18,0,Clear,Evening,122,33,0
3105,3,37.362786534424224,-77.57058401262773,2024-04-23 07:22:33.375337534,2024-04-23 08:10:33.375337534,1.7414935375200091,28,27,9.333937566043257,Language rest age technology.,Tucker Parkway,Douglaschester,USA,MN,15,12,0,Snow,Evening,133,81,0
3106,3,43.43936131090638,-116.26188890366659,2024-04-23 08:15:07.290729072,2024-04-23 08:43:07.290729072,1.3787409815538612,22,36,10.782108406290618,Capital ahead little affect throughout participant audience.,Taylor Field,West Anthony,USA,KY,52,7,0,Rain,Morning,38,53,0
3107,2,30.546465135000794,-100.87063520941723,2024-04-23 09:07:41.206120612,2024-04-23 09:24:41.206120612,1.4994871422213196,7,41,27.725007280885844,Raise community bank ball board next main its.,Torres Track,Batesview,USA,LA,33,3,0,Clear,Evening,107,70,0
3108,1,40.39262220138396,-77.29466045394493,2024-04-23 10:00:15.121512150,2024-04-23 10:14:15.121512150,2.6877760630336276,10,23,15.990654650109317,Drop conference book.,Paula Hill,Smithbury,USA,MS,97,8,0,Clear,Morning,72,67,0
3109,5,27.148976484914982,-74.47105078938735,2024-04-23 10:52:49.036903690,2024-04-23 10:57:49.036903690,2.7268093550099444,20,18,54.94792069213012,Rock major beyond spring.,Terry Mountains,New Cameronside,USA,OH,92,6,0,Fog,Night,83,107,0
3110,1,31.2157361801378,-118.80373837682114,2024-04-23 11:45:22.952295230,2024-04-23 12:17:22.952295230,3.5363426223917425,40,10,5.7655056141221985,Pattern Mr decide say dark.,King Trafficway,New Kevin,USA,DE,9,15,0,Clear,Evening,86,81,0
3111,5,36.69436687960635,-104.03112356312313,2024-04-23 12:37:56.867686768,2024-04-23 12:43:56.867686768,3.1999898931753488,46,44,31.741994640607977,Under free defense good.,Randolph Freeway,Quinnside,USA,NH,68,3,0,Clear,Afternoon,115,49,0
3112,3,30.76193125813833,-115.55772120110953,2024-04-23 13:30:30.783078308,2024-04-23 13:43:30.783078308,3.2847741460468614,30,7,22.220047807769053,Him guess reveal agent attention.,Dunlap Road,Lake Jason,USA,MA,48,3,0,Rain,Morning,10,84,0
3113,3,34.79604017615115,-88.27125169385067,2024-04-23 14:23:04.698469846,2024-04-23 15:16:04.698469846,0.11374772820977704,18,23,44.028474729801665,Teach leader evening.,Johnson Turnpike,Richardsonhaven,USA,GA,14,17,0,Fog,Evening,63,108,0
3114,1,39.42082955076397,-79.09776378512575,2024-04-23 15:15:38.613861386,2024-04-23 16:12:38.613861386,3.9172457104009473,42,30,7.1529923813909395,Lot author middle husband sound fire.,Christopher Dam,East Meganbury,USA,MO,60,10,0,Clear,Afternoon,141,115,0
3115,1,42.798849201644465,-111.1586515035036,2024-04-23 16:08:12.529252924,2024-04-23 16:17:12.529252924,3.480377273963001,11,2,55.631470203175205,Option cover tend quickly other debate.,Monica Forge,West Jasonborough,USA,GA,83,17,0,Clear,Evening,114,71,0
